question,answer,area
ナポレオン３世がイギリス・スペインを誘って出兵し，オーストリア皇帝の弟マクシミリアンを皇帝に擁立した国はどこか。,メキシコ,ヨーロッパ
ナポレオン３世が捕虜となり，第二帝政が崩壊した戦争は何か。,ドイツ＝フランス（プロイセン＝フランス）戦争,ヨーロッパ
第二帝政の崩壊後成立した政治体制を何というか。,第三共和政,ヨーロッパ
ドイツ＝フランス戦争の講和に反対してパリ民衆が組織した，史上初の労働者による自治政府を何というか。,パリ＝コミューン,ヨーロッパ
ロシアの農村共同体で，1861年の農奴解放令に際して，地主への土地買い戻し金の支払いなどで責任を負った組織を何というか。,ミール,ヨーロッパ
19世紀のロシアにおいて，急進的改革の担い手となった知識人階級を何というか。,インテリゲンツィア,ヨーロッパ
アメリカ合衆国への移民を加速させることになった，1840年代半ばに発生したアイルランドの飢饉を何というか。,ジャガイモ飢饉,ヨーロッパ
南半球にあるイギリスの流刑植民地で，1901年に連邦自治領となった地域はどこか。,オーストラリア,ヨーロッパ
中国に対し，フランスが宣教師殺害事件を口実にイギリスと出兵して起こった戦争は何か。,第２次アヘン戦争（アロー戦争）,ヨーロッパ
19世紀初頭，イタリアの独立と統一を目的に南イタリアで結成された，「炭焼き党」という意味の秘密結社を何というか。,カルボナリ,ヨーロッパ
1831年にマッツィーニによって結成された革命団体を何というか。,青年イタリア,ヨーロッパ
サルデーニャ（サルディニア）国王としてイタリア統一を推進し，1861年イタリア王国の初代国王として即位した人物は誰か。,ヴィットーリオ＝エマヌエーレ２世,ヨーロッパ
サルデーニャ王国の首相として内政・外交両面からイタリア統一運動を指導した人物は誰か。,カヴール,ヨーロッパ
1859年のイタリア統一戦争でサルデーニャ王国がオーストリアから獲得した地域はどこか。,ロンバルディア,ヨーロッパ
サルデーニャ王国が，中部イタリアの併合をフランスに承認してもらう見返りとして割譲した地域は，サヴォイアとどこか。,ニース,ヨーロッパ
千人隊（赤シャツ隊）を率いてナポリ王国（両シチリア王国）を征服し，それをサルデーニャ王に献上した人物は誰か。,ガリバルディ,ヨーロッパ
イタリア王国がヴェネツィアを併合したのはどの戦争のときか。,プロイセン＝オーストリア戦争,ヨーロッパ
イタリア王国がローマ教皇領を併合したのはどの戦争のときか。,ドイツ＝フランス（プロイセン＝フランス）戦争,ヨーロッパ
1870年のイタリア統一完成後もオーストリアの支配下にとどまったイタリア人居住地域を何というか。,「未回収のイタリア」,ヨーロッパ
「未回収のイタリア」のうち，アドリア海北東部にあった港市はどこか。,トリエステ,ヨーロッパ
プロイセンを中心に，1834年にドイツ連邦内の大多数の諸邦が参加して結成され，経済的統一を促進した同盟を何というか。,ドイツ関税同盟,ヨーロッパ
ビスマルクを首相として登用し，1871年にはドイツ帝国の初代皇帝に即位したプロイセン国王は誰か。,ヴィルヘルム１世,ヨーロッパ
ビスマルクが推進した軍備拡張政策を何というか。,鉄血政策,ヨーロッパ
エルベ川以東の地主貴族で，プロイセンの官僚や軍人を独占した階層を何というか。,ユンカー,ヨーロッパ
1864年，ユトランド半島南半部のシュレスヴィヒ・ホルシュタインを巡って勃発した戦争を何というか。,デンマーク戦争,ヨーロッパ
プロイセン＝オーストリア戦争に勝利したプロイセンが中心となって，1867年に結成した君主連合を何というか。,北ドイツ連邦,ヨーロッパ
オーストリアが少数民族の反抗を抑えるために，マジャール人の王国を認めて成立した同君連合国家を何というか。,オーストリア＝ハンガリー帝国,ヨーロッパ
1870～71年のドイツ（プロイセン）＝フランス戦争後，ドイツが多額の賠償金とともにフランスから獲得した地域はアルザスとどこか。,ロレーヌ,ヨーロッパ
ビスマルクが1878年に制定した社会主義運動を弾圧するための法律を何というか。,社会主義者鎮圧法,ヨーロッパ
1849年，マッツィーニらが指導してローマに樹立したが，フランス軍の介入により打倒された国家を何というか。,ローマ共和国,ヨーロッパ
サルデーニャ王国がイギリス・フランスとの関係を強化し，自国の国際的地位を高めるために参戦した戦争は何か。,クリミア戦争,ヨーロッパ
サルデーニャ王国がイタリア統一戦争でフランスの支援を得るため，1858年にナポレオン３世と結んだ密約を何というか。,プロンビエールの密約,ヨーロッパ
君主国と自由市の代表から構成され，議長はドイツ帝国の宰相が兼任した議会を何というか。,連邦参議院,ヨーロッパ
1871～80年頃の，ビスマルクと，それに反対する南ドイツのカトリック教会・中央党との抗争を何というか。,文化闘争,ヨーロッパ
独立宣言の起草者で，第３代アメリカ大統領となった人物は誰か。,ジェファソン,南北アメリカ
1812～14年第２次独立戦争とも呼ばれ，アメリカがイギリスからの経済的自立を果たした戦争を何というか。,アメリカ＝イギリス（米英）戦争,南北アメリカ
1823年，ラテンアメリカの独立に対するヨーロッパ諸国の干渉を排除するために出された，アメリカの大統領教書を何というか。,モンロー教書（宣言）,南北アメリカ
西部出身の最初の大統領で，農民・都市小市民・労働者の支持を得て，アメリカ民主主義の発展に貢献した人物は誰か。,ジャクソン,南北アメリカ
上記４が1830年に制定し，先住民をミシシッピ川以西に強制的に移住させた法律を何というか。,先住民強制移住法,南北アメリカ
アメリカ西部における文明地域と未開拓地域の境界線を何というか。,フロンティア,南北アメリカ
「アメリカの領土拡張は神からの使命である」という，西部開拓を正当化するために使われた言葉は何か。,マニフェスト＝デスティニー（明白なる運命）,南北アメリカ
